drug_id,prot_id,affinity
CHEMBL507936,P17612,11.200000128
CHEMBL1973013,O14965,12.199999035
CHEMBL46440,P22612,12.1
CHEMBL1084546,P11362,12.299998172
CHEMBL1996234,Q9HCP0,11.300000237
CHEMBL2000508,Q8TDC3,11.1
CHEMBL1241680,O00329,11.300659451
CHEMBL468280,P36888,11.699999383
CHEMBL2007574,P51812,12.199999035
CHEMBL2007559,Q9HAZ1,12.899998135
CHEMBL302449,P11309,13.1
CHEMBL371169,Q13557,11.1
CHEMBL2006450,P29376,11.699999383
CHEMBL364623,O15264,12.794648631
CHEMBL1972934,P17612,10.599999953
CHEMBL1997822,P49760,11.800000504
CHEMBL1998110,O43293,11.400000202
CHEMBL2000071,O14965,12.199999035
CHEMBL1980376,P49336,11.599999679
CHEMBL1163016,P00519,14.401029996
CHEMBL1985074,Q9HBH9,11.1
CHEMBL1614705,P11362,11.400000202
CHEMBL338155,P17252,13.117728767
CHEMBL1991734,Q12851,12.699997654
CHEMBL1985095,P06213,11.400000202
CHEMBL1966808,O14965,11.900000875
CHEMBL1242661,P42336,10.1
CHEMBL1242112,P35968,10.1
CHEMBL373598,P53350,11.996394224
CHEMBL519982,P68400,14.798970004
CHEMBL1991674,Q9BZL6,12.599996932
CHEMBL185569,P45984,11.500000186
CHEMBL2311100,O94806,10.1
CHEMBL2001257,Q8NE63,13.500007822
CHEMBL1966514,P49841,11.300000237
CHEMBL1995211,Q9UQM7,11.900000875
CHEMBL1230122,P08069,11.800000504
CHEMBL1973098,Q08881,11.900000875
CHEMBL1965660,Q13976,12.199999035
CHEMBL1614705,P08922,11.800000504
CHEMBL1990415,P35968,11.200000128
CHEMBL1997193,P09619,11.900000875
CHEMBL2004290,Q16539,11.500000186
CHEMBL1968930,P48729,12.1
CHEMBL1982506,Q8NE63,11.200000128
CHEMBL1986590,Q16620,12.799991797
CHEMBL1970522,O15111,11.500000186
CHEMBL1966722,P23443,11.900000875
CHEMBL1230122,P45983,13.368801001
CHEMBL2001257,Q13554,11.400000202
CHEMBL1982982,Q9H2X6,11.599999679
CHEMBL210928,O15264,11.230575519
CHEMBL1970913,Q7KZI7,11.200000128
CHEMBL1834657,P08069,11.1
CHEMBL1999414,Q14164,12.299998172
CHEMBL1987815,O60674,10.200000019
CHEMBL1969755,P07333,11.699999383
CHEMBL206783,Q9Y478,11.1
CHEMBL2001641,Q06418,10.700000074999998
CHEMBL7939,O94806,10.594850022
CHEMBL2006263,P51812,12.199999035
CHEMBL1974328,Q9BXA7,13.200015437
CHEMBL389745,P36888,11.1
CHEMBL507058,P06213,14.1
CHEMBL1990496,Q9UQM7,11.400000202
CHEMBL1969126,Q14680,11.900000875
CHEMBL1999428,O00311,11.999998417
CHEMBL1975647,P29597,11.800000504
CHEMBL1977713,Q9HBY8,11.1
CHEMBL1987430,P53667,11.599999679
CHEMBL1990288,O96013,11.400000202
CHEMBL2005186,Q13557,11.300000237
CHEMBL41783,P45983,11.599999679
CHEMBL1988594,Q9UEE5,11.500000186
CHEMBL2004447,Q06187,11.999998417
CHEMBL1975490,O15264,11.200000128
CHEMBL1971149,O75582,11.800000504
CHEMBL1981215,Q04759,11.699999383
CHEMBL560813,Q12851,11.300000237
CHEMBL2004637,Q9Y463,12.199999035
CHEMBL1984686,Q12851,11.699999383
CHEMBL1988437,O60674,11.999998417
CHEMBL1972142,O43781,11.300000237
CHEMBL231209,P07949,12.699997654
CHEMBL1986139,Q15303,11.500000186
CHEMBL1980802,P27448,11.300000237
CHEMBL226471,P24941,11.200000128
CHEMBL220057,Q12851,11.699999383
CHEMBL1082440,Q9BXA7,11.900000875
CHEMBL1971943,Q07912,11.500000186
CHEMBL1234815,P35968,12.058607315
CHEMBL1995712,Q00535,12.299998172
CHEMBL1241473,Q9HBH9,11.1
CHEMBL208118,P28482,11.1
CHEMBL1825138,O75582,11.800000504
CHEMBL1996543,Q96GD4,11.300000237
CHEMBL2086760,P36888,15.170581074
CHEMBL1972125,Q14680,11.999998417
CHEMBL175225,P22694,11.1
CHEMBL2007151,Q5VT25,11.999998417
CHEMBL215652,Q9UGJ0,11.1
CHEMBL1994438,O00311,14.400162274
CHEMBL2006564,P51817,11.599999679
CHEMBL1970203,P24941,11.200000128
CHEMBL477817,P35968,10.401029995999998
CHEMBL592030,P09619,11.800000504
CHEMBL1971430,Q13882,11.699999383
CHEMBL444337,P24723,12.685026652
CHEMBL1972584,P24941,11.200000128
CHEMBL2000393,P06213,11.400000202
CHEMBL1999556,P53667,11.699999383
CHEMBL1999590,Q06418,11.800000504
CHEMBL211378,Q15303,11.500000186
CHEMBL116070,P06213,11.400000202
CHEMBL1997119,Q9Y463,10.499999968
CHEMBL1982711,Q9H3Y6,11.900000875
CHEMBL1982880,P35968,11.200000128
CHEMBL1972355,Q06187,11.999998417
CHEMBL462120,P06493,11.200000128
CHEMBL1975647,Q13555,11.300000237
CHEMBL1970314,Q14680,11.900000875
CHEMBL2005631,Q14012,11.400000202
CHEMBL1984162,P51617,11.200000128
CHEMBL1986177,P50613,11.500000186
CHEMBL1999112,P28482,11.200000128
CHEMBL1241391,P08631,10.986056648
CHEMBL398951,P07333,11.699999383
CHEMBL256835,P35916,11.300000237
CHEMBL2002726,P30530,11.800000504
CHEMBL326282,P12931,11.800000504
CHEMBL2001957,P23443,11.300000237
CHEMBL1624529,P29317,12.499996913
CHEMBL1968380,O43293,13.200015437
CHEMBL2004513,O15264,11.200000128
CHEMBL1992306,P00533,11.800000504
CHEMBL2004871,O15075,11.1
CHEMBL1975121,Q04771,11.500000186
CHEMBL1982610,Q9H2X6,11.699999383
CHEMBL2003524,O15264,11.200000128
CHEMBL260135,Q96GD4,11.300000237
CHEMBL1978562,Q04912,11.699999383
CHEMBL1991078,P49760,13.299970641
CHEMBL1965988,P11309,11.500000186
CHEMBL2004072,Q9NWZ3,11.1
CHEMBL1992242,P04626,11.900000875
CHEMBL1982866,Q13555,11.300000237
CHEMBL1242294,P42345,12.538898616
CHEMBL1989834,Q05397,10.599999953
CHEMBL7064,Q96RR4,11.224938737
CHEMBL1994830,Q16513,11.200000128
CHEMBL1090356,Q12851,11.300000237
CHEMBL1970903,Q9HBY8,13.399988938
CHEMBL267869,P00533,10.1
CHEMBL1985681,O95819,12.599996932
CHEMBL1813632,P11362,11.1
CHEMBL2000114,Q13882,11.699999383
CHEMBL2004447,O15530,11.500000186
CHEMBL1988608,P49137,11.200000128
CHEMBL1980489,Q16513,12.399997603
CHEMBL2005478,P51812,11.999998417
CHEMBL1984296,O95819,11.400000202
CHEMBL1991356,O43781,11.300000237
CHEMBL2007479,P04629,11.599999679
CHEMBL1990288,Q8IW41,11.900000875
CHEMBL38380,P49336,11.999998417
CHEMBL2006237,Q16644,11.1
CHEMBL1968705,P49760,11.400000202
CHEMBL1981720,O95819,12.299998172
CHEMBL2007296,Q14012,11.300000237
CHEMBL1996980,P51817,13.600038134
CHEMBL1983715,Q5S007,13.8000571
CHEMBL1990912,Q9HAZ1,14.600312917
CHEMBL1998121,Q14680,12.799991797
CHEMBL1966808,P51451,11.900000875
CHEMBL382408,Q05655,11.497940009
CHEMBL220057,Q06187,11.999998417
CHEMBL253969,O94806,11.400000202
CHEMBL1971801,P28482,11.200000128
CHEMBL2004692,Q96SB4,11.200000128
CHEMBL550418,Q04912,11.500000186
CHEMBL1973893,P11309,11.1
CHEMBL2348417,P10721,11.1
CHEMBL1972152,Q05655,11.200000128
CHEMBL1974416,Q12851,11.300000237
CHEMBL1973893,Q9P1W9,11.900000875
CHEMBL1970074,P52333,11.900000875
CHEMBL550418,P48729,11.500000186
CHEMBL1980763,Q04912,12.1
CHEMBL592030,Q06187,11.500000186
CHEMBL2002099,Q02750,11.649999531
CHEMBL1985074,P15735,11.400000202
CHEMBL1997129,P11362,11.800000504
CHEMBL410643,P31749,10.622878745
CHEMBL1997349,P53667,11.1
CHEMBL378627,P53350,11.175305061
CHEMBL2333365,P17252,11.1
CHEMBL1985074,Q8N4C8,11.200000128
CHEMBL259922,O94806,11.1
CHEMBL1682341,P28482,12.599996932
CHEMBL253969,Q8TDC3,11.300000237
CHEMBL1241858,P42336,10.1
CHEMBL2004438,Q5S007,11.699999383
CHEMBL1993722,P15735,11.400000202
CHEMBL458997,O95819,11.500000186
CHEMBL1972584,Q9BXA7,11.900000875
CHEMBL1990821,Q9HCP0,11.300000237
CHEMBL1992581,Q02750,12.399997603
CHEMBL460472,Q08881,13.307608311
CHEMBL223367,O94806,11.1
CHEMBL196363,Q9Y243,11.1
CHEMBL1998680,P34947,11.500000186
CHEMBL1242209,P08631,10.895880017
CHEMBL28657,P24723,10.497940009
CHEMBL1989267,O14757,11.599999679
CHEMBL1987359,Q14012,11.400000202
CHEMBL378627,P16591,11.900000875
CHEMBL1966343,Q13131,11.900000875
CHEMBL1987034,O15264,12.899998135
CHEMBL2005528,O43781,11.400000202
CHEMBL387971,P29597,11.800000504
CHEMBL208637,O60674,11.923908741
CHEMBL1996390,P48730,12.199999035
CHEMBL404367,O00418,11.500000186
CHEMBL306380,O00418,11.500000186
CHEMBL1964777,P28482,11.200000128
CHEMBL1992634,P78368,11.200000128
CHEMBL1993584,Q9NYL2,11.200000128
CHEMBL1448,P17252,10.1
CHEMBL1972221,P35968,11.200000128
CHEMBL497151,Q9BZL6,11.1
CHEMBL1970806,P42679,11.800000504
CHEMBL265315,Q02156,12.65129368
CHEMBL1970903,Q8NE63,12.399997603
CHEMBL411351,O94806,10.923908741
CHEMBL1375640,P22607,11.800000504
CHEMBL189963,P35968,11.800000504
CHEMBL1419458,P28482,11.200000128
CHEMBL337035,P24723,13.487216143
CHEMBL1968151,O00311,13.299970641
CHEMBL564829,P00519,12.420572103
CHEMBL1977749,Q06418,11.599999679
CHEMBL560813,Q96RG2,11.900000875
CHEMBL385478,P06493,13.953871964
CHEMBL1975903,P53667,11.599999679
CHEMBL1990346,O14965,12.1
CHEMBL1969755,P51817,12.499996913
CHEMBL1981782,Q9HCP0,12.399997603
CHEMBL263188,P22612,10.224938737
CHEMBL1983449,Q13153,11.1
CHEMBL1967531,P06493,11.200000128
CHEMBL1974254,P29317,12.199999035
CHEMBL189338,P43403,12.1
CHEMBL1982924,Q7KZI7,11.999998417
CHEMBL2004290,P08069,11.699999383
CHEMBL1987034,P49840,13.1
CHEMBL1989265,P53350,11.200000128
CHEMBL183844,Q9BWU1,10.1
CHEMBL208118,Q9UGJ0,11.1
CHEMBL2001920,Q13131,11.900000875
CHEMBL1964687,P10721,11.999998417
CHEMBL1242472,P12931,12.542492798
CHEMBL1080902,P53350,11.497940009
CHEMBL57347,Q04759,10.757577319
CHEMBL95825,Q15139,12.446787486
CHEMBL1977135,Q16620,11.400000202
CHEMBL1087650,P49137,10.86700389
CHEMBL378627,P06213,11.391998429
CHEMBL1975256,Q9H4B4,11.200000128
CHEMBL1983195,O15075,11.1
CHEMBL1970522,Q9HCP0,11.699999383
CHEMBL1970317,P07333,14.798970004
CHEMBL495727,P17948,14.1
CHEMBL2003482,P49841,12.799991797
CHEMBL1969561,O15530,11.500000186
CHEMBL1972840,Q08881,11.900000875
CHEMBL535331,Q13555,11.300000237
CHEMBL1973893,P05129,11.300000237
CHEMBL1982413,P17948,11.500000186
CHEMBL1991429,Q9UM73,12.199999035
CHEMBL514499,P35916,13.242062847
CHEMBL1980704,P53350,11.200000128
CHEMBL1998112,Q13131,11.900000875
CHEMBL1997597,P42679,11.800000504
CHEMBL1994361,Q15303,11.500000186
CHEMBL361708,P04049,14.32184875
CHEMBL602472,P08069,10.668636236
CHEMBL1998545,P11362,11.400000202
CHEMBL482538,Q06418,10.900000053
CHEMBL1682545,P16591,11.900000875
CHEMBL461139,P35968,13.1
CHEMBL298445,P17252,12.1
CHEMBL1999590,O15530,11.500000186
CHEMBL1972659,P51451,11.900000875
CHEMBL1992555,Q9Y6M4,11.300000237
CHEMBL1650551,P48730,13.1
CHEMBL243088,P49840,14.200179498
CHEMBL2002586,P53667,11.599999679
CHEMBL2000408,P17612,11.200000128
CHEMBL1967531,Q16644,11.1
CHEMBL1991640,P51451,11.900000875
CHEMBL1983025,P04629,12.599996932
CHEMBL1974870,P05129,14.299970641
CHEMBL1969372,Q9P1W9,11.900000875
CHEMBL1242753,P12931,11.108773924
CHEMBL2000832,O96017,12.399997603
CHEMBL550418,P11362,11.500000186
CHEMBL1984711,P28482,11.200000128
CHEMBL82762,P17252,10.923908741
CHEMBL1993548,P51955,11.1
CHEMBL185238,Q16539,10.895880017
CHEMBL1965423,P07949,11.999998417
CHEMBL2005631,Q13976,11.800000504
CHEMBL1998253,P11309,11.300000237
CHEMBL1241767,P42345,10.401029995999998
CHEMBL1987679,P17612,12.599996932
CHEMBL1095627,Q9HCP0,10.401029995999998
CHEMBL1970709,P11309,11.1
CHEMBL1967531,P22607,11.800000504
CHEMBL1977346,P12931,11.800000504
CHEMBL1997822,Q9NWZ3,11.1
CHEMBL1992073,Q04912,11.800000504
CHEMBL1996646,P49840,11.800000504
CHEMBL1982361,Q13131,11.999998417
CHEMBL1975233,P36888,11.699999383
CHEMBL2000408,Q8TDC3,11.1
CHEMBL1996234,P11309,11.1
CHEMBL1994074,P49840,11.200000128
CHEMBL1973013,P49336,11.599999679
CHEMBL1977148,O75582,11.900000875
CHEMBL1972934,P06241,10.200000019
CHEMBL377408,Q05655,11.200000128
CHEMBL1975490,O95819,11.200000128
CHEMBL1624529,P23443,11.300000237
CHEMBL1998110,P07949,11.599999679
CHEMBL379835,P51812,11.200000128
CHEMBL1975233,P35916,11.900000875
CHEMBL21156,P35916,12.261150909
CHEMBL1970189,Q96SB4,11.200000128
CHEMBL1984633,Q9H2G2,11.1
CHEMBL349382,P17252,13.622878745
CHEMBL514499,O00444,12.799991797
CHEMBL129946,P17612,11.895880017
CHEMBL1983449,Q5VT25,12.799991797
CHEMBL1986499,P17948,12.499996913
CHEMBL1969190,P29317,11.599999679
CHEMBL1991356,P06239,11.699999383
CHEMBL478649,Q15759,13.230333768
CHEMBL1241491,O00329,12.467542708
CHEMBL2005528,Q13153,11.1
CHEMBL1964399,P31751,11.200000128
CHEMBL1977814,P53778,11.300000237
CHEMBL363607,P06493,14.409894379
CHEMBL1971649,P43405,11.900000875
CHEMBL1983449,Q8NE63,12.799991797
CHEMBL1972840,Q05655,12.499996913
CHEMBL1982660,Q9P1W9,11.900000875
CHEMBL2007151,P51451,12.299998172
CHEMBL1999496,Q5VT25,11.1
CHEMBL1381197,P35968,11.200000128
CHEMBL1982700,P16234,11.699999383
CHEMBL1970913,Q8IW41,11.900000875
CHEMBL1984586,Q16513,11.200000128
CHEMBL1997597,Q8NE63,11.400000202
CHEMBL1996500,Q13464,11.599999679
CHEMBL196363,P51957,11.300000237
CHEMBL1992634,P10721,11.999998417
CHEMBL1996931,O15075,11.1
CHEMBL1241859,P00519,11.446787486
CHEMBL1968590,P16591,11.900000875
CHEMBL1975490,P07332,12.699997654
CHEMBL1993722,P07333,12.1
CHEMBL1968705,P08069,11.800000504
CHEMBL1965570,Q9H2X6,12.699997654
CHEMBL215652,P45984,11.1
CHEMBL1967878,Q9P1W9,11.900000875
CHEMBL1997335,P36507,11.500000186
CHEMBL102301,P17612,10.622878745
CHEMBL569880,P35916,11.446787486
CHEMBL1969102,P45984,12.199999035
CHEMBL2333365,Q9Y243,11.1
CHEMBL1974288,P51451,11.900000875
CHEMBL87084,P00533,11.401029996
CHEMBL1979516,Q9NWZ3,11.1
CHEMBL1979883,Q13153,11.1
CHEMBL2004438,P48730,11.200000128
CHEMBL337035,P05129,13.487216143
CHEMBL1375640,P51617,11.900000875
CHEMBL2001646,Q96KB5,11.500000186
CHEMBL1985074,P07949,11.999998417
CHEMBL1973540,O00444,13.99997427
CHEMBL1738710,Q02763,11.1
CHEMBL1983348,P06241,11.300000237
CHEMBL1987679,Q08881,11.900000875
CHEMBL377734,P17948,12.497940009
CHEMBL268868,P00519,10.401029995999998
CHEMBL1996979,P53350,11.800000504
CHEMBL1977128,Q16513,11.400000202
CHEMBL1980540,O95819,13.299970641
CHEMBL1969190,Q06187,11.999998417
CHEMBL1973483,Q96KB5,11.400000202
CHEMBL1976420,Q9BZL6,11.1
CHEMBL199383,P68400,10.798970004
CHEMBL1998112,P06239,13.200015437
CHEMBL1966204,Q9H2X6,13.699980365
CHEMBL207687,Q13131,11.1
CHEMBL1986603,Q7L7X3,11.1
CHEMBL127898,P15735,11.400000202
CHEMBL1991434,O94806,11.1
CHEMBL1991285,P53350,11.200000128
CHEMBL1982466,Q86V86,11.200000128
CHEMBL1095627,P42345,15.497940009
CHEMBL1999749,O96013,11.400000202
CHEMBL78917,Q05655,10.702059991
CHEMBL1975900,P42685,11.699999383
CHEMBL2006785,P06241,12.199999035
CHEMBL379975,Q13627,12.799991797
CHEMBL1967116,P29317,13.8000571
CHEMBL2003817,Q13882,11.699999383
CHEMBL2000335,P53667,12.199999035
CHEMBL451401,P11309,10.1
CHEMBL1985723,P49760,13.600038134
CHEMBL407391,O14965,11.500000186
CHEMBL1996066,P49137,11.200000128
CHEMBL1977634,P49841,11.500000186
CHEMBL1971141,P51817,11.900000875
CHEMBL2002702,O15530,11.800000504
CHEMBL1972290,Q9HAZ1,14.400162274
CHEMBL2001751,O00444,12.799991797
CHEMBL337297,P22612,12.224938737
CHEMBL273547,Q15078,11.401029996
CHEMBL1976220,P53667,11.1
CHEMBL44137,P05129,10.1
CHEMBL301483,Q05655,10.401029995999998
CHEMBL1991285,P04629,11.699999383
CHEMBL2001257,Q9HCP0,11.599999679
CHEMBL2007603,P49760,11.599999679
CHEMBL1980540,P51451,11.900000875
CHEMBL394790,P08581,11.599999679
CHEMBL1997872,P28482,11.200000128
CHEMBL1982711,Q9H4B4,11.200000128
CHEMBL1984432,O43293,11.999998417
CHEMBL1988370,P00519,12.299998172
CHEMBL1984191,P51617,11.200000128
CHEMBL1982506,P07948,11.900000875
CHEMBL1991285,Q9HCP0,11.300000237
CHEMBL1159466,P41743,11.058607315
CHEMBL1972362,P17948,12.499996913
CHEMBL1976090,P42679,11.800000504
CHEMBL2007592,Q05513,11.200000128
CHEMBL1994308,Q04912,11.500000186
CHEMBL1971029,P31751,11.200000128
CHEMBL1971649,Q05513,11.200000128
CHEMBL1979855,Q9BXA7,11.900000875
CHEMBL1980144,Q9H3Y6,11.900000875
CHEMBL482767,Q13131,11.699999383
CHEMBL1973540,Q08881,13.000008766
CHEMBL207674,P54646,11.1
CHEMBL1988370,Q9HBY8,11.1
CHEMBL189963,P36507,11.500000186
CHEMBL1990288,Q9UM73,11.999998417
CHEMBL1980253,Q9UEE5,12.799991797
CHEMBL1986530,Q9Y243,11.1
CHEMBL1998611,O15530,11.500000186
CHEMBL1970317,P45983,11.599999679
CHEMBL1972221,P23443,11.300000237
CHEMBL340921,Q8IW41,11.900000875
CHEMBL223460,O95819,12.899998135
CHEMBL340921,Q9HAZ1,13.299970641
CHEMBL2002599,P45983,11.400000202
CHEMBL1983309,P05129,11.200000128
CHEMBL2005699,Q05397,11.300000237
CHEMBL604712,Q15118,11.1
CHEMBL2007064,Q00535,11.1
CHEMBL378627,P53779,14.171333752
CHEMBL1972183,O00444,11.500000186
CHEMBL1971606,Q02750,11.599999679
CHEMBL1969942,Q7L7X3,11.300000237
CHEMBL565612,P08581,11.441299925
CHEMBL161832,Q05655,13.1
CHEMBL243088,P12931,12.299998172
CHEMBL1987998,P51955,11.599999679
CHEMBL2002702,P51817,11.900000875
CHEMBL1966524,P12931,11.699999383
CHEMBL1973348,Q9NWZ3,11.1
CHEMBL1234815,P42338,10.895880017
CHEMBL1981410,O15530,11.500000186
CHEMBL529663,P12931,10.953871964
CHEMBL1964804,Q12851,11.500000186
CHEMBL560813,O75116,11.200000128
CHEMBL1991782,Q13131,10.300000031
CHEMBL1994693,P11362,11.400000202
CHEMBL2000335,P49840,11.200000128
CHEMBL1978267,P08581,11.699999383
CHEMBL1965660,P08581,11.699999383
CHEMBL1976134,P51617,11.300000237
CHEMBL2001641,O43293,11.800000504
CHEMBL1973211,P51451,13.299970641
CHEMBL2001288,Q7KZI7,11.200000128
CHEMBL1968705,P51955,11.1
CHEMBL1971029,P35968,12.899998135
CHEMBL1983195,Q13554,11.200000128
CHEMBL1984700,Q9BZL6,11.1
CHEMBL1969502,P51812,12.899998135
CHEMBL560813,P43405,11.900000875
CHEMBL1967531,P11362,12.499996913
CHEMBL1971141,Q9BZL6,11.1
CHEMBL382638,O14757,11.1
CHEMBL1989834,Q04912,10.800000069
CHEMBL1288582,P00519,11.21463878
CHEMBL1999506,P36888,11.599999679
CHEMBL394790,O00444,11.999998417
CHEMBL481491,P51817,11.900000875
CHEMBL2031893,Q02763,13.1
CHEMBL365598,P22694,14.568521083
CHEMBL1984633,Q9BXA7,11.900000875
CHEMBL1985681,Q96GD4,12.399997603
CHEMBL27852,P41743,12.003089987
CHEMBL1996066,P51957,11.800000504
CHEMBL2333365,Q05655,11.1
CHEMBL1965589,P51957,11.300000237
CHEMBL2001257,O15264,11.500000186
CHEMBL1996345,P51955,11.599999679
CHEMBL1988153,P51812,11.200000128
CHEMBL1994938,P07332,11.800000504
CHEMBL1242113,P42336,12.659090918
CHEMBL1972183,Q13153,11.1
CHEMBL357490,P35968,13.058607315
CHEMBL2004716,O00311,11.999998417
CHEMBL208637,P28482,11.177758728
CHEMBL1970074,P07948,11.900000875
CHEMBL1997349,Q9H2X6,11.800000504
CHEMBL1990904,P07332,11.800000504
CHEMBL1975256,O75582,11.800000504
CHEMBL2005186,Q96PF2,11.900000875
CHEMBL1976240,Q16288,11.999998417
CHEMBL1987793,Q14289,12.1
CHEMBL2005186,P06213,11.400000202
CHEMBL1973145,P53778,11.300000237
CHEMBL2004647,P11309,12.199999035
CHEMBL1977713,P35968,11.200000128
CHEMBL483158,P24941,11.200000128
CHEMBL362558,Q13627,11.900000875
CHEMBL1981107,Q9H4B4,11.800000504
CHEMBL1976376,Q16539,11.500000186
CHEMBL2347053,P31749,14.058607315
CHEMBL253969,O96017,11.400000202
CHEMBL1966524,P08069,12.1
CHEMBL2006765,Q16620,13.500007822
CHEMBL1983980,P06241,11.800000504
CHEMBL210928,P67870,11.336572006
CHEMBL1984700,P43405,11.900000875
CHEMBL1989518,Q12851,11.300000237
CHEMBL2003482,Q96SB4,11.200000128
CHEMBL592030,P07333,11.699999383
CHEMBL78618,O94806,10.702059991
CHEMBL1999811,Q14680,11.900000875
CHEMBL1969537,Q96GD4,11.999998417
CHEMBL1993904,P50613,11.900000875
CHEMBL377734,Q96SB4,11.1
CHEMBL1984038,Q07912,11.800000504
CHEMBL2333365,O00329,11.401029996
CHEMBL1998414,P24941,11.200000128
CHEMBL1969523,Q14680,13.399988938
CHEMBL1242114,P42338,12.256767222
CHEMBL1974288,P15735,11.400000202
CHEMBL491758,P08922,12.799991797
CHEMBL1980995,P09619,15.200179498
CHEMBL1270230,P24941,11.660739102
CHEMBL1980144,Q13557,11.300000237
CHEMBL1988163,P29317,13.1
CHEMBL1825138,P07332,13.399988938
CHEMBL1974702,Q96PF2,11.900000875
CHEMBL1964290,P11309,11.500000186
CHEMBL2003456,P06213,11.400000202
CHEMBL1992073,P35968,12.1
CHEMBL1682558,Q13464,11.1
CHEMBL1967302,P42679,11.800000504
CHEMBL1983070,P00519,11.500000186
CHEMBL340384,P49137,11.200000128
CHEMBL1985095,P22607,11.800000504
CHEMBL2006715,Q13976,11.999998417
CHEMBL1682540,Q13464,12.1
CHEMBL2005631,Q00535,11.1
CHEMBL1973860,Q9Y243,11.1
CHEMBL1242572,P78527,13.058607315
CHEMBL468280,P52333,11.900000875
CHEMBL1965845,Q9Y6M4,11.300000237
CHEMBL2002373,P35916,11.300000237
CHEMBL1986530,P00533,11.800000504
CHEMBL456936,P35968,11.321125528
CHEMBL2006439,Q5S007,11.699999383
CHEMBL56983,Q02156,10.401029995999998
CHEMBL1241582,P42338,11.314670165
CHEMBL206783,P45984,11.1
CHEMBL226403,P06241,12.199999035
CHEMBL1966808,Q05655,11.200000128
CHEMBL211378,Q9P1W9,11.900000875
CHEMBL1973395,P05129,11.999998417
CHEMBL1990912,P15735,11.400000202
CHEMBL1784725,P29323,11.1
CHEMBL242865,O43293,13.200015437
CHEMBL296586,P52333,11.900000875
CHEMBL1980671,Q04912,10.599999953
CHEMBL1972290,P51817,14.600312917
CHEMBL1991678,Q8TDC3,11.1
CHEMBL1964413,P17948,12.499996913
CHEMBL1987535,Q04759,11.699999383
CHEMBL2005186,Q9P1W9,11.900000875
CHEMBL81170,P19784,10.702059991
CHEMBL392642,Q9Y243,11.1
CHEMBL130163,P22612,11.923908741
CHEMBL2007124,P09619,12.499996913
CHEMBL246970,Q13188,12.799991797
CHEMBL1986186,P53778,11.300000237
CHEMBL45827,P17252,10.738272164
CHEMBL1996646,Q05397,11.300000237
CHEMBL2001257,O96013,11.400000202
CHEMBL1976328,P17948,13.000008766
CHEMBL2007592,Q96GD4,11.300000237
CHEMBL1999811,Q08881,11.900000875
CHEMBL1190711,Q8N4C8,11.800000504
CHEMBL1995813,O96017,11.900000875
CHEMBL350375,Q05513,13.798970004
CHEMBL1979554,P31749,11.200000128
CHEMBL1976134,P41743,11.400000202
CHEMBL2004159,P48729,11.500000186
CHEMBL1090356,Q9NR20,11.200000128
CHEMBL1991678,O00418,11.500000186
CHEMBL1825138,P27448,11.400000202
CHEMBL1989646,Q13882,11.699999383
CHEMBL1972142,P08922,12.199999035
CHEMBL208637,O14920,11.59742485
CHEMBL1996234,P45983,11.599999679
CHEMBL2006674,Q16539,11.500000186
CHEMBL2000832,Q12851,13.1
CHEMBL1982866,P11309,11.1
CHEMBL546797,P51955,11.599999679
CHEMBL1986781,P48730,14.200179498
CHEMBL1999931,O95819,13.8000571
CHEMBL1991640,P06239,11.699999383
CHEMBL207674,Q9UGJ0,11.1
CHEMBL1965033,P06241,11.300000237
CHEMBL148333,Q15139,10.923908741
CHEMBL1241771,P42336,11.622878745
CHEMBL1974310,Q96KB5,12.299998172
CHEMBL523559,P07333,12.25490196
CHEMBL461876,P11309,11.500000186
CHEMBL351291,P22612,11.1
CHEMBL1996155,P29317,11.599999679
CHEMBL406375,P36888,12.622878745
CHEMBL325023,O94806,10.47675071
CHEMBL2312301,Q06418,12.497940009
CHEMBL131577,P06239,13.555931956
CHEMBL394790,P06213,11.400000202
CHEMBL1989029,P05129,11.200000128
CHEMBL1983195,Q8TDC3,11.1
CHEMBL1968151,P08069,11.800000504
CHEMBL1964413,P53667,11.1
CHEMBL2063926,Q9Y478,11.1
CHEMBL38380,Q05655,11.699999383
CHEMBL1971519,P49840,10.800000069
CHEMBL1973483,O14757,11.200000128
CHEMBL459729,Q08881,12.531798276
CHEMBL2006933,Q13627,13.8000571
CHEMBL1982465,Q13464,12.399997603
CHEMBL1982660,Q13555,11.300000237
CHEMBL1991410,P08069,11.699999383
CHEMBL474432,P49137,11.800000504
CHEMBL481968,P05771,10.622878745
CHEMBL1994538,P06493,11.900000875
CHEMBL1994693,P10721,11.999998417
CHEMBL1966035,P41743,11.400000202
CHEMBL1966035,Q13188,11.200000128
CHEMBL1975121,P49841,11.799999205
CHEMBL1973145,P51617,11.500000186
CHEMBL1992922,Q13464,11.800000504
CHEMBL1977681,P16591,12.299998172
CHEMBL281872,P04626,10.1
CHEMBL1980376,P34947,10.200000019
CHEMBL1996543,O15111,11.500000186
CHEMBL52387,O75582,11.800000504
CHEMBL1981079,O15075,11.1
CHEMBL1968850,P68400,11.300000237
CHEMBL1987533,Q9UEE5,12.799991797
CHEMBL1978014,P78368,12.699997654
CHEMBL1972220,Q13627,11.800000504
CHEMBL262433,P00519,12.299998172
CHEMBL1996390,O43293,12.899998135
CHEMBL462120,Q13627,11.699999383
